Country,Session,Year,Sentence,Country Name,Topic,Topic Name
PRK,72,2017,"The hostile policies and nuclear threats of the United States have continued for over 70 years, which has led to a touch-and-go situation on the Korean peninsula","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,Nuclear weapons of tyranny must therefore be met with the nuclear hammer of justice,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"Pursuant to this principle, the Democratic People’s Republic of Korea’s use of nuclear deterrence is a righteous act of self-defence, and a last resort","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"For all intents and purposes, our nuclear weapons are a deterrent designed to put an end to the nuclear threat of the United States and to prevent a military invasion by that country","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"Although our decision to opt for possession of nuclear weapons was forced upon us by the United States, it has resulted in our country achieving the status of a nuclear-weapon State and a rocket-possessing Power","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"In addition, other countries have conducted far more nuclear tests than we have","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"Thirdly, the Security Council has condemned the development of nuclear weapons by the Democratic People’s Republic of Korea as a threat to international peace and security and, on that basis, once again relying on a double standard, has fabricated illegal resolutions that contravene Article 51 of the Charter of the United Nations, which recognizes every State’s right to self- defence","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,The Security Council has taken such action without calling into question other countries that continue to develop nuclear weapons of various kinds,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,The reason that those unjust and unfair resolutions continue to be adopted is that the permanent members of the Security Council — all nuclear Powers — have a shared interest in maintaining their monopoly on nuclear status,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,The permanent members of the Security Council often talk of the non-proliferation of nuclear weapons,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"However, in the context of nuclear non-proliferation, the Democratic People’s Republic of Korea’s possession of nuclear weapons is a justified measure of self-defence","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,This Article recognizes that the supreme interests of States supersede nuclear non-proliferation,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"In the end, the United States has itself impeded international efforts aimed at nuclear non-proliferation by refusing to give up making nuclear threats against the Democratic People’s Republic of Korea","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"Rather, its behaviour has compelled the latter to strive to possess nuclear weapons","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,The Democratic People’s Republic of Korea is a responsible nuclear-weapon State,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"However, we have no intention whatsoever to use or threaten to use nuclear weapons against the countries that do not join in a United States military action against the Democratic People’s Republic of Korea","Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,The United States is resorting to intrigue when it condemns the Democratic People’s Republic of Korea’s possession of nuclear weapons as a global threat,"Korea, Democratic People's Republic of",0,Nuclear Weapons
PRK,72,2017,"In conclusion, the Government of the Democratic People’s Republic of Korea will defend its national peace and security using its powerful nuclear deterrent and will contribute to safeguarding world peace and security.","Korea, Democratic People's Republic of",0,Nuclear Weapons
POL,72,2017,"The Democratic People’s Republic of Korea’s development of a nuclear and missile programme, as well as its most recent tests of nuclear weapons, constitutes a flagrant violation of international law and the relevant Security Council resolutions",Poland,0,Nuclear Weapons
POL,72,2017,Poland sets great store by the goals of disarmament and the idea of a world free of nuclear weapons,Poland,0,Nuclear Weapons
POL,72,2017,The only instrument at hand that can genuinely bring us closer to achieving that vision is the Treaty on the Non-Proliferation of Nuclear Weapons (NPT),Poland,0,Nuclear Weapons
CHN,72,2017,"There should be no new nuclear-weapon State, whether in the north or south of the peninsula, in North-East Asia or anywhere else in the world",China,0,Nuclear Weapons
CHN,72,2017,We have worked tirelessly for a peaceful settlement of the nuclear issue on the peninsula,China,0,Nuclear Weapons
CHN,72,2017,Climate change is a major factor to consider where the sustainable development of humankind is concerned,China,11,Climate Change and Renewable Energy
BFA,72,2017,The adoption of the Treaty on the Prohibition of Nuclear Weapons on 7 July should give further impetus to that effort,Burkina Faso,0,Nuclear Weapons
BFA,72,2017,The proliferation of small arms and light weapons poses one of the main threats to international peace and security,Burkina Faso,0,Nuclear Weapons
CRI,72,2017,"Our electrical grid continues to be an example of planning and renewable energy use for the world, thanks to long periods of energy generation based solely on renewable sources — in water, wind, geothermal sources, biomass and sunlight",Costa Rica,11,Climate Change and Renewable Energy
CRI,72,2017,"The Treaty is a strong message that most States Members of the United Nations do not support, do not accept and do not consider nuclear weapons as legitimate, and that the international community clearly states that nuclear weapons are not only immoral, ethically repugnant, but are, henceforth, illegal",Costa Rica,0,Nuclear Weapons
CRI,72,2017,"A new norm of international law that absolutely prohibits nuclear weapons in all circumstances is therefore established and provides a solid and legally binding framework for the destruction and total elimination of nuclear weapons in a transparent, irreversible and verifiable manner within specified time frames",Costa Rica,0,Nuclear Weapons
CRI,72,2017,"As an unarmed democracy that bases its defence entirely on international law, we are satisfied that, in addition to prohibiting the development, production, manufacture, transfer, possession, storage, location, installation and deployment of nuclear weapons, the Treaty explicitly prohibits the threat of its use, thereby also banning so-called nuclear deterrence security doctrines",Costa Rica,0,Nuclear Weapons
CRI,72,2017,"Many will say that this entire effort is meaningless, since none of the nuclear Powers wanted to be part of it",Costa Rica,9,Nuclear Energy
ECU,72,2017,"We see a potential nuclear conflict, greater levels of inequality and poverty and a planet that must fight the devastating effects of climate change",Ecuador,11,Climate Change and Renewable Energy
ECU,72,2017,"Consistent with that need, today Ecuador is acceding to the Treaty to Prohibit Nuclear Weapons",Ecuador,0,Nuclear Weapons
ECU,72,2017,The unlimited exploitation of the environment has led us to live with the consequences of climate change,Ecuador,11,Climate Change and Renewable Energy
GBR,72,2017,"As the global system struggles to adapt, we are confronted by States deliberately flouting, for their own gain, the rules and standards that have secured our collective prosperity and security — the unforgivable use of chemical weapons by the Syrian regime against its own people and, perhaps foremost in our minds today, the outrageous proliferation of nuclear weapons by North Korea and a threat to use them",United Kingdom,2,Chemical Weapons
GBR,72,2017,In doing so they have prevented action against a despicable regime that has murdered its own people with chemical weapons,United Kingdom,2,Chemical Weapons
BGR,72,2017,"Bulgaria reiterates its commitment to the Treaty on the Non-Proliferation of Nuclear Weapons, the cornerstone of the nuclear non-proliferation regime, as well as to the objective of attaining a world free of nuclear weapons",Bulgaria,0,Nuclear Weapons
BGR,72,2017,We should aim at feasible but universal measures that will gradually and irreversibly lead to the final objective of a world without nuclear weapons,Bulgaria,0,Nuclear Weapons
BGR,72,2017,Climate change continues to represent one of the biggest challenges of our time,Bulgaria,11,Climate Change and Renewable Energy
GNB,72,2017,It is the political and economic challenge of food security,Guinea-Bissau,10,Energy Security
BRB,72,2017,Our ability to detect and respond to such biological threats must be strengthened,Barbados,1,Biological Weapons
IND,72,2017,"Climate change stares us in the face, and its threat is growing",India,11,Climate Change and Renewable Energy
IND,72,2017,The danger of nuclear proliferation is back in the headlines,India,0,Nuclear Weapons
IND,72,2017,Cybersecurity has become a source of deep insecurity,India,19,Cyberattacks and Offensive Cyber
IND,72,2017,The developed world must help the less fortunate through technology transfer and Green Climate Fund financing,India,18,Technology Transfer
SWE,72,2017,Perhaps the greatest threat to international peace and security is the unacceptable and repeated provocations of the Democratic People’s Republic of Korea in pursuit of a nuclear-weapons programme,Sweden,0,Nuclear Weapons
SWE,72,2017,"The oceans are also affected by and, in return, affect our climate",Sweden,11,Climate Change and Renewable Energy
SWE,72,2017,Climate change will increase the frequency and intensity of such events,Sweden,11,Climate Change and Renewable Energy
SWE,72,2017,"Left unchecked, climate change will wash away development gains and increase instability and conflict",Sweden,11,Climate Change and Renewable Energy
SWE,72,2017,"To the few who still doubt the overwhelming evidence that climate change is real, I ask: are they really willing to take the chance? Especially when we see that new technologies offer the opportunity to simultaneously reduce emissions and grow economies",Sweden,11,Climate Change and Renewable Energy
EST,72,2017,"Clearly, although technological development — especially as it is illustrated by the rapidly developing digital technologies to which billions now have access — has a positive potential for transformation, it actually adds to the difficulties of understanding our future",Estonia,18,Technology Transfer
EST,72,2017,Digital change is everywhere,Estonia,16,Digital Divide
EST,72,2017,Attacks via cyberspace know no limits,Estonia,19,Cyberattacks and Offensive Cyber
EST,72,2017,"Our greater dependence on electronic services has brought greater vulnerability in cyberspace, but that does not mean that we can, or should try, to stop digital progress",Estonia,19,Cyberattacks and Offensive Cyber
EST,72,2017,I call on all States that have not yet done so to accede to the Council of Europe Convention on Cybercrime,Estonia,21,Cyber Espionage
MDG,72,2017,"In general, we have established a platform for strengthening our health-care system to coordinate the health-related interventions of our various partners and improve our monitoring of disease",Madagascar,14,Health Technology
MDG,72,2017,"We are increasing productivity, building infrastructure, guiding production to allow access to markets, capital, seeds and inputs, and providing technical services and training",Madagascar,17,Technology Capacity Building
BTN,72,2017,Climate change is a reality,Bhutan,11,Climate Change and Renewable Energy
BTN,72,2017,"That is why we are particularly alarmed about unchecked environmental degradation, which is the root cause of climate change",Bhutan,11,Climate Change and Renewable Energy
BTN,72,2017,"In addition, we generate and export clean renewable energy and invest in green industries and organic farming practices",Bhutan,11,Climate Change and Renewable Energy
BTN,72,2017,"After centuries of neglect, fighting climate change is complex and expensive",Bhutan,11,Climate Change and Renewable Energy
BTN,72,2017,But that takes money; hence the importance of climate financing mechanisms,Bhutan,11,Climate Change and Renewable Energy
NOR,72,2017,"We also need a strong, unified Security Council to help us deal with the North Korean nuclear-weapon programme and ballistic-missile tests",Norway,0,Nuclear Weapons
NOR,72,2017,A political solution will be crucial to ensuring the security of us all,Norway,10,Energy Security
NRU,72,2017,"Nauru’s climate priorities fall into four categories — renewable energy, land rehabilitation, water security and infrastructure-proofing",Nauru,11,Climate Change and Renewable Energy
NRU,72,2017,"We know that we too must become better partners, which is why my country has emphasized the importance of capacity-building as a critical component of our international cooperation",Nauru,17,Technology Capacity Building
NRU,72,2017,I cannot stress the importance of a robust capacity- building programme enough,Nauru,17,Technology Capacity Building
SWZ,72,2017,"In that regard, we wish to urge Member States to join hands in addressing the issue of nuclear threats, which have the potential to disrupt world peace",Eswatini,0,Nuclear Weapons
SWZ,72,2017,"As we recognize those resource and capacity constraints, therefore, we need to enhance resources, capacity-building, technology transfer and South-South cooperation so as to support lower middle-income countries, along with the least developed countries, in achieving our ambitious and transformative Agenda.",Eswatini,17,Technology Capacity Building
ALB,72,2017,"Worse, the situation in North-East Asia, a prolonged and recently exacerbated crisis sparked by the policy of a stubborn and paranoid totalitarian regime, has brought back the dreadful fear of nuclear confrontation",Albania,0,Nuclear Weapons
IDN,72,2017,"Adequate funding, technical assistance, capacity-building and the transfer of technology are important elements for success",Indonesia,17,Technology Capacity Building
IDN,72,2017,"Despite the sceptics, climate change is real",Indonesia,11,Climate Change and Renewable Energy
BOL,72,2017,"Bolivia condemns the production, development and use of all nuclear and chemical weapons, which pose a serious threat to peace, security and human life itself","Bolivia, Plurinational State of",0,Nuclear Weapons
GNQ,72,2017,We are party to the Treaty on the Non-Proliferation of Nuclear Weapons,Equatorial Guinea,0,Nuclear Weapons
GNQ,72,2017,"We believe that the terms of that Treaty are still insufficient — they should include the destruction of nuclear weapons, wherever they may be",Equatorial Guinea,0,Nuclear Weapons
RUS,72,2017,The incidents where chemical weapons have been used in the region are a separate issue,Russian Federation,2,Chemical Weapons
RUS,72,2017,Russia is committed to the goal of achieving a nuclear-weapon-free world,Russian Federation,0,Nuclear Weapons
RUS,72,2017,"Under the existing treaty regimes in the area of arms control and non-proliferation, the complete elimination of nuclear weapons should be the end result of a process of universal and total disarmament that continues to ensure equal and indivisible security",Russian Federation,0,Nuclear Weapons
RUS,72,2017,Attempts to outlaw nuclear weapons that ignore current realities and all the factors that can affect strategic stability serve only to make this common goal further off than ever and to undermine the consensus regimes of the Treaty on the Non-Proliferation of Nuclear Weapons and the Comprehensive Nuclear-Test-Ban Treaty,Russian Federation,0,Nuclear Weapons
RUS,72,2017,"Russia has drafted a universal convention on countering cybercrime, including hacking, and we hope to launch discussions on it during the current session",Russian Federation,21,Cyber Espionage
GIN,72,2017,"We reaffirm our commitment to the total denuclearization of the peninsula, in line with the Treaty on the Non-Proliferation of Nuclear Weapons",Guinea,0,Nuclear Weapons
BHS,72,2017,Climate change is global,Bahamas,11,Climate Change and Renewable Energy
BHS,72,2017,"For that reason, our Government has designed an education agenda that encourages life-long learning and recognizes the potential of technology and digital platforms to serve as tools in the teaching and learning process",Bahamas,15,Technology in Education
AUS,52,1997,"In recent years we have witnessed several landmark developments in this field, notably the indefinite extension of the Treaty on the Non-Proliferation of Nuclear Weapons and the adoption of the Comprehensive Nuclear-Test-Ban Treaty",Australia,0,Nuclear Weapons
AUS,52,1997,The Canberra Commission on the Elimination of Nuclear Weapons also identified an agreement to cease the production of fissile material for nuclear explosive purposes as an important step towards the elimination of nuclear weapons,Australia,0,Nuclear Weapons
AUS,52,1997,"Capping the amount of nuclear material available for nuclear weapons use by extending safeguards coverage over currently unsafeguarded, sensitive nuclear facilities would in itself be a significant achievement for international peace and security, quite apart from its significance as a step towards the ultimate elimination of nuclear weapons",Australia,0,Nuclear Weapons
AUS,52,1997,"If I may stay briefly with the subjects of practical outcomes and durable structures, the nations of the world are facing today the threat of climate change and will need to agree later this year in Kyoto on sustainable responses to that threat",Australia,11,Climate Change and Renewable Energy
MMR,52,1997,"However, it was disconcerting to learn of the recent subcritical non- explosive nuclear tests carried out by a nuclear-weapon State",Myanmar,0,Nuclear Weapons
MMR,52,1997,"We wish to see the cessation of all weapon-related nuclear tests — be they explosive or non-explosive, subcritical or supracritical — in all environments for all time",Myanmar,0,Nuclear Weapons
MMR,52,1997,"In the field of arms limitations and disarmament, we attach the highest importance to nuclear disarmament and elimination of weapons of mass destruction",Myanmar,0,Nuclear Weapons
MMR,52,1997,"There has also been a clamour for nuclear disarmament by several groups of experts, groups of ex-military officials from some nuclear-weapon States and public organizations in various countries around the world",Myanmar,0,Nuclear Weapons
TGO,52,1997,"The proliferation of weapons, whatever their type, is a threat to peace and security",Togo,0,Nuclear Weapons
SLE,52,1997,Security is paramount,Sierra Leone,6,Data Security
KGZ,52,1997,"Pursuant to its peaceful policy, Kyrgyzstan has been actively promoting in the United Nations since 1995 the idea of establishing a nuclear-weapon-free zone in Central Asia, as reflected in a number of working papers of the 1995 Review and Extension Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons, the Preparatory Committee of the Conference of Parties to the Treaty on the Non-Proliferation of Nuclear Weapons to be held in the year 2000 and the Disarmament Commission",Kyrgyzstan,0,Nuclear Weapons
KGZ,52,1997,"We are firmly convinced that the creation of nuclear-weapon-free zones, which is an important confidence-building measure and a positive backdrop to the disarmament process, is helping strengthen peace and security in the region and, in the final analysis, throughout the world",Kyrgyzstan,0,Nuclear Weapons
KGZ,52,1997,It is essential that we do all we can to support and promote the establishment of nuclear- weapon-free zones,Kyrgyzstan,0,Nuclear Weapons
KGZ,52,1997,"Here, above all, we are hoping for the understanding and support of nuclear-weapon States",Kyrgyzstan,0,Nuclear Weapons
EGY,52,1997,It has given high priority to matters relating to weapons of mass destruction in general and nuclear weapons in particular,Egypt,0,Nuclear Weapons
EGY,52,1997,It is a source of regret for us that so far no practical steps have been taken to rid our region of the threat of nuclear weapons,Egypt,0,Nuclear Weapons
EGY,52,1997,This might lead to the proliferation of such weapons,Egypt,0,Nuclear Weapons
FJI,52,1997,"As a consequence, and with the adoption of the Comprehensive Nuclear-Test-Ban Treaty (CTBT), we have moved a step further towards nuclear disarmament",Fiji,0,Nuclear Weapons
FJI,52,1997,The Comprehensive Nuclear-Test-Ban Treaty has added to the impressive list of political and legal instruments intended to de-escalate the production and stockpiling of nuclear weapons,Fiji,0,Nuclear Weapons
FJI,52,1997,"We have come a long way in our efforts to prevent a nuclear holocaust on our planet, but the existence and improvement of nuclear weapons still leaves the threat over us",Fiji,0,Nuclear Weapons
FJI,52,1997,"The current international situation creates a favourable condition for the international community, and particularly nuclear- weapon States, to take steps towards eliminating nuclear weapons from our planet",Fiji,0,Nuclear Weapons
FJI,52,1997,"While the CTBT is a step in the right direction, it lacks a clear time-frame for the removal of all nuclear weapons from our midst",Fiji,0,Nuclear Weapons
FJI,52,1997,"My delegation further urges the nuclear-weapon States to destroy all stockpiles and arsenals of nuclear weapons, with acceptable international verification, and thereby rid the world of nuclear weapons, once and for all",Fiji,0,Nuclear Weapons
TZA,52,1997,"These measures must include long-term financial and technical support, the transfer of technology, and the improvement of the trade performance of the developing countries","Tanzania, United Republic of",18,Technology Transfer
TZA,52,1997,It is regrettable that the special session came out with no concrete agreement or commitments on the cross-cutting issues of financial resources and technology transfer,"Tanzania, United Republic of",18,Technology Transfer
TZA,52,1997,"Nations still possess nuclear warheads, and new generations of these weapons are being manufactured","Tanzania, United Republic of",0,Nuclear Weapons
TZA,52,1997,The total elimination of these weapons must continue to be the central purpose of our disarmament agenda,"Tanzania, United Republic of",0,Nuclear Weapons
TZA,52,1997,"While nuclear weapons still pose a potentially grave threat to international peace and security, conventional ones have had a devastating effect, particularly in areas of conflict","Tanzania, United Republic of",0,Nuclear Weapons
SVK,52,1997,We welcomed with satisfaction the conclusions reached at the first session of the Preparatory Committee for the Sixth Review Conference of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons (NPT),Slovakia,0,Nuclear Weapons
SVK,52,1997,"The Slovak Republic, which uses nuclear energy solely for peaceful purposes, has supported all steps designed to lead to the elimination of nuclear weapons",Slovakia,9,Nuclear Energy
SVK,52,1997,This year’s entry into force of the Chemical Weapons Convention can undoubtedly be considered the most significant event in the field of disarmament,Slovakia,2,Chemical Weapons
PNG,52,1997,"At the recent summit of the Heads of the South Pacific Forum countries, the leaders reaffirmed our commitment to maintaining a nuclear-free zone in the South Pacific consistent with the overall objectives of the Treaty on the Non-Proliferation of Nuclear Weapons",Papua New Guinea,0,Nuclear Weapons
PNG,52,1997,"At the last session of the General Assembly, we sought and forged new agreements, including our relationship with the Organization for the Prohibition of Chemical Weapons",Papua New Guinea,2,Chemical Weapons
PNG,52,1997,"An environmental issue of great importance and relevance to Papua New Guinea and other small island States in the South Pacific region is the impact of greenhouse gas emissions, which are causing rising sea levels and changing weather patterns in many member countries, especially low lying island nations",Papua New Guinea,11,Climate Change and Renewable Energy
ARE,52,1997,"We therefore urge the international community and the relevant international organizations to make effective efforts to render the region of the Middle East and the Arab Gulf a zone free of all weapons of mass destruction, including nuclear weapons, and to demand that Israel accede to the Treaty on the Non-Proliferation of Nuclear Weapons (NPT) and comply with the international control and safeguards system of the International Atomic Energy Agency",United Arab Emirates,0,Nuclear Weapons
LSO,52,1997,"Despite the current relaxation of tension in international relations, disarmament must continue to be accorded high priority on the agenda of the international community with a view to achieving the total elimination of nuclear weapons",Lesotho,0,Nuclear Weapons
BLZ,52,1997,"While this is logical, it is also a quantum leap",Belize,4,Quantum Technology
PER,52,1997,"There has been an erosion of the political commitment entered into, especially with respect to the allocation of new and additional resources, as well as scant willingness to transfer technology to the developing countries",Peru,18,Technology Transfer
PER,52,1997,An adequate transfer of financial resources and technologies to support national policies is also required,Peru,13,Financial Technology
LTU,52,1997,"Fortunately, today there are more tools to control the spread of the most deadly weapons",Lithuania,1,Biological Weapons
LTU,52,1997,"Last year we adopted the Comprehensive Nuclear-Test-Ban Treaty — a major breakthrough in nuclear disarmament, which is feasible when pursued in consecutive steps",Lithuania,0,Nuclear Weapons
LTU,52,1997,The next step should be to ban the spread of fissile material for nuclear warheads,Lithuania,0,Nuclear Weapons
SVN,52,1997,"The Chemical Weapons Convention, signed four years ago, entered into force this year",Slovenia,2,Chemical Weapons
SVN,52,1997,2   The indefinite extension of the Treaty on the Non- Proliferation of Nuclear Weapons and the conclusion of the Comprehensive Nuclear-Test-Ban Treaty last year have considerably reduced the dangers created by nuclear weapons,Slovenia,0,Nuclear Weapons
SVN,52,1997,We need to ensure universal adherence to the ban on nuclear tests and to accelerate negotiations for the ban on the production of fissile material for nuclear weapons,Slovenia,0,Nuclear Weapons
SVN,52,1997,Endeavours towards the reduction of nuclear-weapon arsenals should be intensified in order to ensure their gradual elimination,Slovenia,0,Nuclear Weapons
COL,52,1997,Important members have yet to ratify the Chemical Weapons Convention,Colombia,2,Chemical Weapons
DEU,52,1997,The climate conference to be held in Kyoto in December will be a major test of the industrial world’s commitment to the environment,Germany,11,Climate Change and Renewable Energy
FIN,52,1997,The positive trend in disarmament and non-proliferation has been strengthened by the entry into force of the Chemical Weapons Convention and the bilateral commitments made by the Russian Federation and the United States regarding nuclear disarmament at the Helsinki summit,Finland,0,Nuclear Weapons
KAZ,52,1997,We believe that nuclear weapons represent a tragedy that affects all the peoples of the world,Kazakhstan,0,Nuclear Weapons
KAZ,52,1997,"With that in mind, our Head of State has spoken about the responsibility of the nuclear Powers for the damage caused to the population and the natural environment of the States where nuclear tests were conducted",Kazakhstan,9,Nuclear Energy
KAZ,52,1997,Our State vigorously supports the objectives of the Comprehensive Nuclear-Test-Ban Treaty,Kazakhstan,0,Nuclear Weapons
KOR,52,1997,"Despite many positive developments in the security landscape of the post Cold-War era, the non-proliferation of weapons of mass destruction remains a priority concern to people and Governments alike","Korea, Republic of",0,Nuclear Weapons
KOR,52,1997,"In this regard, we welcome the entry into force of the Chemical Weapons Convention, and urge those States which have not yet acceded to the Convention, including North Korea, to do so at the earliest date","Korea, Republic of",2,Chemical Weapons
KOR,52,1997,"In particular, we are pleased that Korea's proposal to conduct a feasibility study on the transfer of publicly owned technology was supported by developed and developing countries alike and was included in the Programme","Korea, Republic of",18,Technology Transfer
SGP,52,1997,A similar case could be made on the closely related question of financial reform,Singapore,13,Financial Technology
ISR,52,1997,"Iran's efforts, like those of Iraq, to acquire operational weapons of mass destruction of all kinds represent the greatest threat to security and stability in the Middle East and beyond",Israel,0,Nuclear Weapons
MDV,52,1997,"The emission of greenhouse gases is continuing unabated, polluting the environment and warming the global atmosphere more and more",Maldives,11,Climate Change and Renewable Energy
MDV,52,1997,"The indefinite extension of the Treaty on the Non- Proliferation of Nuclear Weapons (NPT), the adoption of the Comprehensive Nuclear-Test-Ban Treaty (CTBT) and the entry into force of the Chemical Weapons Convention are testimony to this",Maldives,0,Nuclear Weapons
TTO,52,1997,"Education, in itself, is central to the Government’s objective of producing a total quality nation, in which all our citizenry strives for excellence, is committed to the highest standards, is technologically equipped to deal with the realities of a knowledge-based work environment and is afforded opportunities for life-long learning",Trinidad and Tobago,15,Technology in Education
ZAF,52,1997,"The end of the cold war heralded a period of progress in disarmament and non- proliferation, as was evidenced by the entry into force of the Chemical Weapons Convention and the conclusion of the Comprehensive Nuclear-Test-Ban Treaty",South Africa,0,Nuclear Weapons
ZAF,52,1997,Universal adherence to important disarmament treaties will pave the way towards a world free of weapons of mass destruction,South Africa,0,Nuclear Weapons
USA,52,1997,"To seize the opportunities and move against the threats of this new global era, we need a new strategy of security",United States,10,Energy Security
USA,52,1997,It will help prevent the nuclear Powers from developing more advanced and more dangerous weapons,United States,0,Nuclear Weapons
MHL,52,1997,We are interested in any innovations that could help us,Marshall Islands,8,General Emerging Technologies
MHL,52,1997,Last year we reported that the damage caused by nuclear-weapons testing in the Marshall Islands was far more extensive and devastating than previously understood,Marshall Islands,0,Nuclear Weapons
MHL,52,1997,The testing programme in the Marshall Islands helped the international community understand the effects of nuclear weapons on people and the environment,Marshall Islands,0,Nuclear Weapons
MHL,52,1997,The 67 nuclear-weapon tests conducted in our country and the tests conducted on our neighbouring Pacific islands contaminated every inch of our environment and exposed each one of our citizens to radiation,Marshall Islands,0,Nuclear Weapons
MHL,52,1997,But climate change would be costly to us all,Marshall Islands,11,Climate Change and Renewable Energy
CZE,52,1997,"As a non- nuclear-weapon State, we are naturally interested in attaining universality of the Treaty on the Non- Proliferation of Nuclear Weapons and its strict observance, which, we expect, will lead to the further reduction of nuclear proliferation and will advance the long-term objective of nuclear disarmament",Czechia,0,Nuclear Weapons
CZE,52,1997,We welcome the establishment of the Organization for the Prohibition of Chemical Weapons,Czechia,2,Chemical Weapons
CZE,52,1997,We are convinced that the Biological Weapons Convention needs more effective control mechanisms,Czechia,1,Biological Weapons
HTI,52,1997,The progress achieved in the area of disarmament — especially the opening for signature last year of the Comprehensive Nuclear-Test-Ban Treaty and the entry into force of the Chemical Weapons Convention — is encouraging,Haiti,0,Nuclear Weapons
ESP,52,1997,The preparation of a protocol to strengthen the Biological Weapons Convention — particularly in the field of verification; the negotiation of a convention to ban fissionable material for the manufacture of nuclear weapons; and the improvement of control and 24   transparency in conventional weapons: these are also matters of importance,Spain,0,Nuclear Weapons
YEM,52,1997,"The elections took place in a free and fair atmosphere, as confirmed by national and international observers",Yemen,20,Election Interference
JAM,52,1997,"To avert imminent disaster, there has to be a reversal of the pattern of transfer of technology and more liberal access to the markets of developed countries",Jamaica,18,Technology Transfer
JAM,52,1997,The conclusion of the Comprehensive Nuclear-Test-Ban Treaty at the fiftieth session of the General Assembly and the entry into force of the Chemical Weapons Convention have enhanced the prospects for real progress towards the goal of general and complete disarmament,Jamaica,0,Nuclear Weapons
DMA,52,1997,"In this regard, attention is being paid to our human resource capacity, to take advantage of the revolution in technology and communication",Dominica,17,Technology Capacity Building
NGA,52,1997,The threat of nuclear war still truly exists,Nigeria,0,Nuclear Weapons
NGA,52,1997,This makes it imperative that the total elimination of nuclear weapons remains a priority item on the United Nations agenda,Nigeria,0,Nuclear Weapons
NGA,52,1997,"Over and above the threat posed by nuclear weapons, there has been a proliferation of inter-State and intra-State conflicts with attendant negative consequences for global peace and security",Nigeria,0,Nuclear Weapons
NAM,52,1997,"However, despite these developments, nuclear weapons and their proliferation continue to be a cause of concern to the international community",Namibia,0,Nuclear Weapons
NAM,52,1997,"With the conclusion of the CTBT, it is still our hope that serious negotiations will begin on the elimination of nuclear weapons",Namibia,0,Nuclear Weapons
NAM,52,1997,"In this connection, we call upon the nuclear-weapon States to undertake, within the shortest possible time frame, to carry out effective nuclear disarmament measures",Namibia,0,Nuclear Weapons
NAM,52,1997,The total elimination of these weapons is the only genuine guarantee for non-nuclear-weapon States against the use or threat of use of nuclear weapons,Namibia,0,Nuclear Weapons
KWT,52,1997,Dealing with the new developments in the world environment requires the evolution of a comprehensive concept of security,Kuwait,10,Energy Security
KWT,52,1997,"This would be yet another positive step added to similar measures, such as the Chemical Weapons Convention, the Comprehensive Nuclear- Test-Ban Treaty and the Treaty on the Non- Proliferation of Nuclear Weapons",Kuwait,0,Nuclear Weapons
KWT,52,1997,"We welcome the regulations that have been concluded to control arms, to reduce the level of nuclear threat, to tighten controls over the arms trade and to increase transparency regarding weapons expenditures",Kuwait,0,Nuclear Weapons
UKR,52,1997,"I would recall that last year we removed the last nuclear warhead from our territory, thus transforming a nuclear-weapon State to a non-nuclear-weapon State for the first time in history",Ukraine,0,Nuclear Weapons
UKR,52,1997,"Ukraine thus demonstrated its good will, proved that genuine nuclear disarmament is possible, and made a substantive contribution to the achievement of the ideal of a nuclear-weapon-free world in the twenty-first century",Ukraine,0,Nuclear Weapons
LBR,52,1997,We need to create a favourable climate for new investment,Liberia,11,Climate Change and Renewable Energy
NPL,52,1997,The extension of the Treaty on the Non-Proliferation of Nuclear Weapons and the adoption of the Comprehensive Nuclear-Test-Ban Treaty represent a fine moment in the history of nuclear-arms control and disarmament,Nepal,0,Nuclear Weapons
NPL,52,1997,"The Convention on Chemical Weapons has come into force, to our great satisfaction",Nepal,2,Chemical Weapons
NPL,52,1997,Only a complete elimination of nuclear weapons will provide such security,Nepal,0,Nuclear Weapons
NPL,52,1997,"It is in this spirit that we have supported the programme of action advanced by 28 NAM and neutral countries, members of the Conference on Disarmament, for the elimination of nuclear weapons through phases over a period of time",Nepal,0,Nuclear Weapons
