Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,West Bank and Gaza,PSE,23.898542841602,22.0060498266841,24.1287822420635,22.9465613211604,21.9307205182829,22.1927412968316,24.3366281959247,25.5468419816858,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Zambia,ZMB,..,..,..,..,..,14.9769831640579,18.259838291498,13.8433005038651,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Afghanistan,AFG,0.994575822723645,0.956772140958855,0.945226799939516,1.00674585570556,1.17096838242129,1.35885692738929,1.827933856217,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Albania,ALB,1.16230386432234,1.10358100880452,1.10915100558884,1.16054478505068,1.28080596201472,1.29583570269739,1.24298808396067,1.21098343566728,1.74399167669186
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Algeria,DZA,6.27024285623508,6.38492898301865,5.92438332688534,5.48358870056161,5.99994146398572,6.65871082968014,5.57082878533287,4.69502219300875,8.1717205566288
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Angola,AGO,3.10542629308278,2.73333494465123,2.50798280550579,1.95578680987962,1.73907233864521,1.73699395811082,1.30099992786185,1.31681953222365,1.33252915998752
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Argentina,ARG,0.850128597463815,0.809245362717563,0.84775481125944,0.732300347538541,0.699696134379197,0.734111593948744,0.630055381810861,0.686383404283536,0.472747196738259
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Armenia,ARM,4.23922578573229,4.09034921699325,3.84973057654684,4.11988615256896,4.78770584078564,4.98254372367497,4.46514475903396,4.08174595925594,5.45092500345977
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Australia,AUS,1.9536335918401,2.08852965041326,2.00423296452333,1.89568807978324,1.88096042981802,2.01065640494339,1.99027820211932,1.90833557385416,1.92219906285917
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Austria,AUT,0.698116413133988,0.729737691793485,0.757279033702098,0.745028039648345,0.75035965749035,0.884127145088915,0.8736941368808,0.768528566154672,0.844274840737983
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Azerbaijan,AZE,5.46487679293858,3.68852730317814,3.75630173249661,3.54929331269041,3.8490186357853,5.24152602506817,4.93051740712765,3.79953641226131,4.60210314808281
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bahrain,BHR,4.6441113490364,4.67063531353135,4.32073774179037,4.04108625299001,4.02986101554975,4.04564950980392,3.55388299692097,3.14569341444798,3.10846000977851
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bangladesh,BGD,1.20851710681525,1.22590049912782,1.12758125325097,1.15395749092166,1.24410082330294,1.24468950875224,1.16873060016575,1.05198976442527,1.02281837589173
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Belarus,BLR,1.13806602416355,1.52328091923032,1.37200444073753,1.53799428873681,1.39642297566801,1.40325859867166,1.36528926554311,1.64869313490861,1.79770336310455
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Belgium,BEL,0.909284202068915,0.89470623618152,0.883563446003045,0.891358084802809,0.888429380863306,1.01248470692312,1.03872662668212,1.18239642570098,1.21461599569106
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Belize,BLZ,0.892029622473818,0.961415089078378,1.00847400642723,1.00824449263405,1.01069424875085,1.25112140600777,1.07170444831764,0.810341415259011,0.821928880066849
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Benin,BEN,0.798485297889781,0.673596727016815,0.920613124425981,0.6328575401476,0.473313905552082,0.458762015150415,0.550883648806243,0.632087491743063,0.711202269909553
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bolivia,BOL,1.75943591545975,1.53046784866919,1.53642735273655,1.49690260690782,1.45127092717043,1.39204744468967,1.32579943750687,0.973250888476219,1.38612164709346
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bosnia and Herzegovina,BIH,0.988857622509173,0.922772270069199,0.852593562264982,0.84004735664614,0.807324224885322,0.827298283159884,0.742576774905168,0.679097727316253,0.80838231949892
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Botswana,BWA,2.82519449903662,3.41066258273304,3.24857919499091,2.92475944543875,3.08122244554008,3.33478768726661,3.04556932426419,2.38212537208377,2.52982250302121
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Brazil,BRA,1.36551715396161,1.34797541299482,1.41402166797586,1.46967772350671,1.38279724638797,1.32666026860555,1.16368211072875,1.06984583971521,1.07876906016448
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Brunei Darussalam,BRN,3.27929046083748,3.53938463904119,2.86512850957169,2.63661248533021,3.07858724948281,3.63429176862407,3.23636748209722,2.61193002463948,2.96910709140811
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Bulgaria,BGR,1.24593360652028,1.24384580804927,1.22220854798635,1.44929413825753,3.13356898891163,1.59346116571228,1.51749089579214,1.59228669627303,1.84737280288254
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Burkina Faso,BFA,1.25078088033268,1.16533335437179,1.36362970468668,1.92538455062898,2.2125520849195,2.13201807583334,2.32265667240954,2.97748651283525,4.00532688335591
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Burundi,BDI,2.13131991459474,2.2431638636818,2.00270990259373,2.14941956621913,2.8078168112503,2.18591328366483,2.04300976329884,2.59829827539391,3.65892759114663
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cabo Verde,CPV,0.510089039086437,0.550048040403016,0.470518534467026,0.485896540748011,0.431864983823163,0.618818770532046,0.561428911072723,0.457294201361806,0.528231870181008
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cambodia,KHM,1.80162262063333,1.90988363024706,2.067355726951,2.20844242884252,2.19648130268012,2.39555954750291,2.32195713555091,2.09006160154534,2.08968280637576
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cameroon,CMR,1.09889864309409,1.14642434992604,1.13837382188187,1.07600981816736,1.06457837839838,0.96440732254506,0.978117031343036,0.942511872454016,0.933338169286478
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Canada,CAN,1.15270937445521,1.16416156719089,1.35189646465708,1.3176781061648,1.28451224366918,1.40083568623706,1.26729446473527,1.19577775821206,1.29300145446276
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Central African Republic,CAF,1.57531992140356,1.47163251719802,1.34270185819233,1.34005467675922,1.79005408969,1.85914200170463,2.15030201459446,1.70868720076187,2.28543299952889
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Chad,TCD,2.01882278072372,3.03647172635043,2.19725786863937,2.29501083891047,2.13540316157051,3.00516441872389,2.80961635576231,2.74817961326246,2.90849870783417
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Chile,CHL,1.90962335490079,1.92415844831483,1.94059253045695,1.87761395663911,1.86261660464315,2.06377550015856,1.64187618917853,1.54832205230529,1.6328889293069
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,China,CHN,1.77677106896806,1.7688865902507,1.71124264388853,1.67357820944542,1.68291101151296,1.75669947098837,1.60525971842503,1.62314627775085,1.66533914524613
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Colombia,COL,3.10996008410671,3.07113102611539,3.20809672439436,3.0332327385044,3.14565669372153,3.53698651555212,3.19588692136248,2.8118884804297,2.87298318741673
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Congo, Dem. Rep.",COD,1.29563974884727,1.06610820875977,0.770467135721514,0.623912514687135,0.700795464424695,0.743310281501406,0.542970228782383,0.578894366833228,1.16439690158003
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Congo, Rep.",COG,..,4.59480614297478,3.17813469269901,1.97928115025179,2.14627657925685,2.60118726630221,2.34034890602655,1.90798488893194,2.00045624049447
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cote d'Ivoire,CIV,1.24392724695093,1.25737962390348,0.983197802304189,1.04836823083765,0.915612640909431,0.989482626607969,0.910633112973165,0.88888634617464,0.886138694874967
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Croatia,HRV,1.75380672758477,1.59352332128186,1.6367667979535,1.54696751458149,1.60350358639622,1.70256133740463,1.96944408251846,1.79282877045626,1.77989219884811
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cuba,CUB,3.08379144526184,3.07218792501319,2.87240323946139,2.87620737245072,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Cyprus,CYP,1.64766762744388,1.40455761221209,1.56810293907547,1.76054591686911,1.78661901313827,1.92017174602879,1.83792041200868,1.82273103646902,1.82460300554278
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Czechia,CZE,0.946582095560622,0.996128102620186,0.956655421726352,1.08844948058138,1.15229255021758,1.32244994903778,1.39734579290545,1.37852844418063,1.52418962408317
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Denmark,DNK,1.11144601158659,1.14763761681092,1.13823325447046,1.27753927185212,1.29509238115422,1.37713112053436,1.30012223662152,1.36761549013104,1.95319596405831
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Dominican Republic,DOM,0.643674978238558,0.63403055291349,0.6660634439633,0.693991110098086,0.689583054746984,0.746231922011371,0.647239948925026,0.668011697920087,0.740729436807107
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ecuador,ECU,2.6160741592884,2.51476680030726,2.36126338358467,2.37016772687992,2.17005198939516,2.37312249582349,2.26891193069531,2.24815513389947,2.29706957855181
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Egypt, Arab Rep.",EGY,1.72314742829085,1.66660515243227,1.42203170028818,1.24996619642133,1.18097179684711,1.12247550332399,1.12200927143154,1.04848151432161,0.870565509711049
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,El Salvador,SLV,1.05682005889035,1.02350295230491,1.04446940079198,1.13220727885334,1.18000962074512,1.37945779018632,1.1937626515235,1.41124078153785,1.28386195281933
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Equatorial Guinea,GNQ,1.04143202034015,1.23948977462594,1.12893709401034,1.14208303034219,1.30805287179895,1.64082995887433,1.34533764165546,1.3031878031878,1.59021698232115
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Estonia,EST,2.0260417420727,2.06916436631533,2.00976650859972,2.0090871203263,2.03570397226451,2.29675683425333,2.0308662213269,2.1604426401521,2.86665387374435
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ethiopia,ETH,0.70541465068261,0.683567210395797,0.675310715716932,0.645850962685811,0.579949536835092,0.521624297220978,0.492015222766883,0.869861417762905,0.788322879616043
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Fiji,FJI,0.910147310120732,1.10379290217157,1.4048380780238,1.45588315236828,1.43529925860875,1.58932558621181,1.59921009692948,1.34927607914923,1.31648157529348
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Finland,FIN,1.44996097168673,1.41965262644931,1.35129760805299,1.36253437390239,1.35371761625629,1.42582276779338,1.29123276861826,1.57363807254928,2.42148617618712
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,France,FRA,1.87225828127684,1.91728236804142,1.90864201234437,1.84300872300244,1.8364614707329,1.99647774299432,1.91440611513925,1.93242353809568,2.05638673841337
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Gabon,GAB,1.18502560854907,1.44754580418175,1.81138276957815,1.55363446931116,1.58653769296167,1.72005326971719,1.54092336488807,1.31756018896149,1.15321981179163
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Gambia, The",GMB,1.04052212323916,..,..,0.715876283557486,0.769340979399031,0.809324910343592,0.76855558144666,0.693939998753325,0.584305835814994
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Georgia,GEO,2.00294589032771,2.08164031548883,1.96974296903126,1.89711315739272,1.77655401596637,1.8054778310535,1.61153573028402,1.4657331013201,1.68114376621765
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Germany,DEU,1.13733842666332,1.15123037317289,1.15340372066259,1.17054854477113,1.26184145004044,1.37427175481016,1.32102724294738,1.37713842050552,1.51965192096975
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ghana,GHA,0.392915126090548,0.291412454265461,0.312701278609545,0.32587623925291,0.343818178617089,0.350949233772808,0.382741906430833,0.337946355940024,0.389157461523268
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Greece,GRC,2.46330328904394,2.57212022449423,2.56348990681236,2.71645307270589,2.62245307490582,3.069343544579,3.8668791000781,4.02423972931974,3.23440755796675
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guatemala,GTM,0.405967931287061,0.440496512523365,0.383850245049506,0.372491637911365,0.430070763358893,0.441017589859342,0.392566987976173,0.464713795654133,0.411176407815766
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea,GIN,2.56220028518734,1.92171114610153,1.79630056318007,1.77140056080645,1.48301139097039,1.47688705111674,1.53213218753336,2.16844701774448,2.12575054080202
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea-Bissau,GNB,1.47900420224188,1.26454587592398,1.30856549036791,1.36473371190796,1.53211512931544,1.62537763900959,1.68743148649621,1.62190578388237,1.45545277154688
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guyana,GUY,1.08486547097887,1.15412827584568,1.25334268912328,1.29081562879598,1.29961278504611,1.40257741131547,0.954930861063661,0.601394233025198,0.586516734323403
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Haiti,HTI,0.0399858125348653,0.0492315360368918,0.04364592592778,0.0611986488105247,0.0859315095445588,0.103094179098955,0.153942307239608,0.0687408576027912,0.0540928489525686
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Honduras,HND,1.35172235239741,1.53155164149839,1.58983296006831,1.48969667029328,1.56512001524757,1.43753064533091,1.48011455066458,1.45210958652938,1.56610457514466
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Hungary,HUN,0.904722073336147,1.00201990429055,1.19355289709367,1.00606844814921,1.33524248667313,1.76006936522039,1.32374131113092,1.83565722625996,2.12784318809435
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,India,IND,2.45745006060163,2.54315152114541,2.53151136056791,2.42428452604417,2.5459982314359,2.80719387386131,2.48038870521367,2.36392657703578,2.44305076476938
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Indonesia,IDN,0.882266734481239,0.792220213496852,0.865191376221992,0.718928190476345,0.728563743551525,0.886277728854897,0.741528496236734,0.767998661414972,0.677541069885981
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Iran, Islamic Rep.",IRN,2.55709080686915,2.79643556281004,2.8443384495596,2.24343449628841,2.11068906242797,2.16792005411303,2.21628758873817,2.11155207370144,2.06140369835077
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iraq,IRQ,5.41292532011925,3.56330581414497,3.86234425591071,2.78810430800447,3.29459128827441,3.1323217364269,2.3091135750299,1.80571893401634,2.07316277530662
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ireland,IRL,0.341167624216614,0.335786647906792,0.306034627422037,0.286463500322568,0.278905402054922,0.267555214275712,0.246964923185605,0.218652664665286,0.216857882649718
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Israel,ISR,5.43633594730614,5.4340599812034,5.44552357229208,5.30452582541345,5.0884742677873,5.29504518980891,4.96402843133313,4.45573996865188,5.31741153367738
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Italy,ITA,1.20822832564616,1.33483525169556,1.35737055917772,1.35929093471843,1.31150962472626,1.73898398051865,1.6812622421282,1.69455752183519,1.60578289334057
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jamaica,JAM,0.872353476007681,0.954831298098327,0.973433068165328,1.33284679598136,1.68152578167608,1.70647069948671,1.46676867767402,1.2899994472516,1.22435313075752
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Japan,JPN,0.947283518613377,0.929516816486597,0.913229492309334,0.962497356862304,0.99223146563367,1.01744793009109,1.01701079290561,1.10588643022492,1.19606991540042
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jordan,JOR,4.1851629472753,4.43550630070496,4.6843537414966,4.56009087117148,4.56623750321627,4.7175756760932,4.82477376946416,4.89625877397111,4.90537849518021
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kazakhstan,KAZ,1.1097215472116,0.933551765285713,0.831894968007788,0.835625758457601,1.02091636689134,0.907188676192723,0.819281683646492,0.517435849596282,0.480059037069259
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kenya,KEN,1.20316940776845,1.24730980077159,1.23759400127025,1.20738536752593,1.1125711791299,1.10843419595019,1.07720025210221,1.01020520038813,0.905816835053688
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Rep.",KOR,2.49498136452362,2.45957788108271,2.42148900075187,2.49684357635785,2.6712992167308,2.80332162242558,2.79747341419581,2.76950794900429,2.81204562667304
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kosovo,XKX,0.794280304031609,0.777868142388861,0.802899727206653,0.804420588442497,0.831727171719462,1.02303739145844,0.845928815212092,1.1448416939248,1.2541803572726
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kuwait,KWT,5.0074693972269,5.89351944288143,5.60744536433338,5.19085473728776,5.42100598376451,6.56773000462321,6.59030254506636,4.72784372285431,4.89572861288627
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kyrgyz Republic,KGZ,1.75202408672204,1.6973895707374,1.57601108875052,1.53725886180592,1.37591689186647,1.5771749985002,2.840273087853,3.05305195518719,3.6219080711344
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latvia,LVA,1.03735427695593,1.45006228291436,1.59351134040875,2.06149811300222,2.0214000784007,2.16211101523024,2.08702338506654,2.0941585284431,2.26754267524368
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lebanon,LBN,4.48688434454642,5.06266311306368,4.50513980065137,4.85179457921743,4.24221838501955,3.0326454174822,3.36622246400457,2.91848886289958,8.91317581679359
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lesotho,LSO,1.86575300076387,1.96388842698486,2.27081453102287,1.99938292931215,1.87540421655185,1.88179923148985,1.53897905185042,1.51643894745129,1.53626292759206
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liberia,LBR,1.05149809603217,1.06263832185229,0.940009270135755,0.938216027306212,0.940305253925036,0.973405960386543,2.01269378251252,2.48853504900889,2.29838717994242
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lithuania,LTU,1.13774817357899,1.47750587185705,1.71207046761202,1.96637494666771,1.99554075372468,2.06523858406958,1.95651032201318,2.44662159116054,2.71567834515769
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Luxembourg,LUX,0.415571527949753,0.378949157263331,0.495110917223231,0.500655642661875,0.546198379988419,0.578077082223964,0.47124923612019,0.625326007042526,0.7490545294635
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,North Macedonia,MKD,0.99342769175221,0.970115977909212,0.895041406541028,0.943108732670231,1.15911628553257,1.24058656980426,1.47193209314226,1.6229276570772,1.69895545621264
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Madagascar,MDG,0.520469241195104,0.501387044175783,0.506222289767563,0.532102174287315,0.545343037675691,0.673153896375499,0.692132176722242,0.665916150757593,0.662961133220886
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malawi,MWI,0.450825678295219,0.452047299475691,0.530100463619354,0.589501502223623,0.760781826918983,0.834281207531417,0.75913111163443,0.969701635412184,1.01087787932399
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malaysia,MYS,1.50389842704146,1.3843347942822,1.10033460723613,0.960104126677078,0.893413280938052,0.999653920235799,0.982646998395369,0.902025405170821,0.929671716200106
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mali,MLI,2.36017445199795,2.58613087357125,3.02860111373814,2.82359553728652,2.75271658139503,3.39955821425498,3.40867958739493,3.13966043242685,3.82768546750975
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malta,MLT,0.467203716750544,0.511888844132672,0.479625797586355,0.434325315075578,0.501868733130497,0.566881931048812,0.486319433139289,0.432529412373608,0.558644018130875
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritania,MRT,2.15557240363879,2.14548780076745,2.12109845694596,2.13128230977177,1.99633301217738,2.38926918122421,2.29399489807024,2.27905225899349,2.54863177213623
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritius,MUS,0.142301917631184,0.174701755953711,0.16537629451361,0.156385299781821,0.148796738188038,0.161615351006251,0.171377098585721,0.138800420437177,0.152776819903266
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mexico,MEX,0.4507428192422,0.480046272445401,0.424849159310516,0.464611537244599,0.508905926294583,0.717897860988845,0.661419726405739,0.686105132578991,0.656934513100098
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Moldova,MDA,0.295624501341201,0.344191282076352,0.324532006964179,0.332323743137999,0.362122378852081,0.385463277737582,0.377728511357822,0.328875031549807,0.546678815870651
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mongolia,MNG,0.875507832442284,0.863910995114833,0.762153816975996,0.668952463384853,0.661538119118052,0.709909468541962,0.619505072530135,0.513936273012978,0.60144199287179
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Montenegro,MNE,1.40371759825531,1.41128063506996,1.36277677368932,1.36929487275714,1.33441196432034,1.73802726045562,1.55528019503059,1.60746495179336,1.63424966016394
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Morocco,MAR,2.95999792230728,2.98211832955753,2.94588992031474,2.90288871579444,2.86579837978571,3.97969764255599,3.75515698655477,3.81455962374395,3.63868518644989
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mozambique,MOZ,0.840285274150693,0.929584557013743,0.987964421430527,1.32376513698605,1.39914908531853,2.03395010408449,1.95882072271488,1.49982831285104,1.73193242255364
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Myanmar,MMR,4.30136026437039,4.08929708316631,3.64194893785999,2.35979043196518,2.18974002099593,2.99047588930389,4.25172853818546,4.08557454883356,3.7885823650653
